model,forecast_date,target_date,h,mean,actual,lower_50,upper_50,lower_80,upper_80,lower_90,upper_90,lower_95,upper_95
LightGBM (skforecast),2021-11-20,2021-12-18,4,8297.149310413482,9315,5973.450491867421,10620.848128959544,3882.049069236916,12712.249551590048,2630.429499597679,13963.869121229287,1544.8361819418506,15049.462438885115
XGBoost (sktime),2021-11-20,2021-11-27,1,7275.60693359375,5760,6113.757524320719,8437.45634286678,5068.056813005467,9483.157054182033,4442.247028185848,10108.966839001652,3899.450369357934,10651.763497829566
XGBoost (sktime),2021-11-20,2021-12-04,2,6792.5869140625,12076,5149.483722033411,8435.690106091588,3670.639593908188,9914.534234216811,2785.610908750495,10799.562919374504,2017.9805122252574,11567.193315899742
XGBoost (sktime),2021-11-20,2021-12-11,3,6121.7529296875,9100,4109.370722082725,8134.135137292275,2298.1639605737914,9945.341898801209,1214.229617392466,11029.276241982534,274.0782261238892,11969.42763325111
XGBoost (sktime),2021-11-20,2021-12-18,4,5836.87890625,9315,3513.180087703939,8160.577724796061,1421.7786650734333,10251.979147426566,170.1590954341964,11503.598717065805,0.0,12589.192034721633
N-BEATS (Neural),2021-11-20,2021-11-27,1,7684.492857142857,5760,6464.550977406176,8904.434736879539,5366.56523052516,10002.420483760554,4709.464956464561,10659.520757821154,4139.5284646952505,11229.457249590465
N-BEATS (Neural),2021-11-20,2021-12-04,2,7312.9857142857145,12076,5587.727362655171,9038.244065916257,4034.941028123687,10591.030400447742,3105.6609087081097,11520.31051986332,2299.6489923566096,12326.32243621482
N-BEATS (Neural),2021-11-20,2021-12-11,3,6941.478571428572,9100,4828.477253443558,9054.479889413586,2926.710153859178,10956.246988997966,1788.579093518786,12094.378049338357,801.4201326867806,13081.537010170363
N-BEATS (Neural),2021-11-20,2021-12-18,4,6569.971428571429,9315,4130.087669098065,9009.855188044792,1934.1161753360338,11205.826681806824,619.9156272148348,12520.027229928022,0.0,13659.900213466643
N-HiTS (Neural),2021-11-20,2021-11-27,1,7760.32,5760,6598.470590726969,8922.16940927303,5552.769879411717,9967.870120588283,4926.960094592097,10593.679905407902,4384.163435764183,11136.476564235816
N-HiTS (Neural),2021-11-20,2021-12-04,2,7464.64,12076,5821.5368079709115,9107.74319202909,4342.692679845688,10586.587320154313,3457.6639946879955,11471.616005312006,2690.0335981627577,12239.246401837243
N-HiTS (Neural),2021-11-20,2021-12-11,3,7168.96,9100,5156.577792395225,9181.342207604775,3345.3710308862915,10992.548969113708,2261.436687704966,12076.483312295033,1321.2852964363892,13016.63470356361
N-HiTS (Neural),2021-11-20,2021-12-18,4,6873.28,9315,4549.581181453939,9196.97881854606,2458.179758823433,11288.380241176566,1206.5601891841961,12539.999810815803,120.96687152836785,13625.593128471632
TimesFM (Google FM),2021-11-20,2021-11-27,1,7441.75,5760,6664.622380624345,8218.877619375655,5965.183281307402,8918.316718692598,5546.597133759105,9336.902866240895,5183.536076178561,9699.963923821439
TimesFM (Google FM),2021-11-20,2021-12-04,2,6827.5,12076,5728.475580984232,7926.524419015768,4739.319320676188,8915.680679323812,4147.349113791883,9507.650886208117,3633.9032421919587,10021.096757808042
TimesFM (Google FM),2021-11-20,2021-12-11,3,6213.25,9100,4867.225479276318,7559.274520723682,3655.761422459157,8770.738577540844,2930.7489475609864,9495.751052439013,2301.9087495817953,10124.591250418205
TimesFM (Google FM),2021-11-20,2021-12-18,4,5599.0,9315,4044.74476124869,7153.25523875131,2645.866562614802,8552.133437385197,1808.6942675182108,9389.30573248179,1082.5721523571237,10115.427847642877
Chronos (Amazon FM),2021-11-20,2021-11-27,1,7744.033333333334,5760,6885.102806654978,8602.963860011689,6112.0385389888825,9376.028127677786,5649.390691698661,9838.675974968006,5248.112680688586,10239.953985978082
Chronos (Amazon FM),2021-11-20,2021-12-04,2,7432.066666666667,12076,6217.355466701871,8646.777866631463,5124.077494782453,9740.055838550881,4469.794634541905,10394.338698791427,3902.301829089357,10961.831504243975
Chronos (Amazon FM),2021-11-20,2021-12-11,3,7120.1,9100,5632.388687621194,8607.811312378808,4293.402098507489,9946.797901492511,3492.0725209884586,10748.127479011542,2797.038617958826,11443.161382041175
Chronos (Amazon FM),2021-11-20,2021-12-18,4,6808.133333333333,9315,5090.272279976622,8525.994386690045,3544.14374464443,10072.122922022236,2618.848050063987,10997.41861660268,1816.2920280438375,11799.974638622829
ARIMAX + MAPIE (Conformal),2021-11-20,2021-11-27,1,7940.142923833386,5760,7340.344350730865,8539.941496935906,6494.219788376191,9386.06605929058,5759.065360262686,10121.220487404085,5346.051545663692,10534.234302003078
ARIMAX + MAPIE (Conformal),2021-11-20,2021-12-04,2,7845.5595416998685,12076,7245.7609685973475,8445.35811480239,6399.636406242674,9291.482677157062,5664.481978129169,10026.637105270569,5251.468163530175,10439.650919869562
ARIMAX + MAPIE (Conformal),2021-11-20,2021-12-11,3,7925.189938777349,9100,7325.391365674828,8524.98851187987,6479.266803320154,9371.113074234545,5744.11237520665,10106.267502348048,5331.098560607656,10519.281316947043
ARIMAX + MAPIE (Conformal),2021-11-20,2021-12-18,4,8064.6428588773615,9315,7464.8442857748405,8664.441431979882,6618.719723420167,9510.565994334556,5883.565295306662,10245.720422448061,5470.551480707668,10658.734237047054
ARIMAX + MultiQT (Tracking),2021-11-20,2021-11-27,1,7940.142923833386,5760,7383.099938902631,8497.18590876414,6681.405781700117,9198.880065966656,6434.003160842139,9446.282686824634,6242.610338306794,9637.675509359979
ARIMAX + MultiQT (Tracking),2021-11-20,2021-12-04,2,7845.5595416998685,12076,6646.968862703852,9044.150220695885,5792.004662269548,9899.114421130189,5238.150681393845,10452.968402005892,5104.775751581791,10586.343331817945
ARIMAX + MultiQT (Tracking),2021-11-20,2021-12-11,3,7925.189938777349,9100,6474.026023175446,9376.353854379251,5070.063886455202,10780.315991099496,4551.994488234413,11298.385389320285,3791.790934606074,12058.588942948623
ARIMAX + MultiQT (Tracking),2021-11-20,2021-12-18,4,8064.6428588773615,9315,6048.875565815678,10080.410151939046,3776.000252885615,12353.285464869108,3367.902642199826,12761.383075554897,3319.0608126562956,12810.224905098428
Empirical Baseline,2021-11-27,2021-12-04,1,5760.0,12076,5027.0,6529.0,3696.0,7777.0,3369.5,8500.5,2736.75,10124.25
Empirical Baseline,2021-11-27,2021-12-11,2,5760.0,9100,4502.75,7323.5,2562.1,9418.200000000003,2084.8,11114.899999999998,1034.4499999999998,12314.724999999997
Empirical Baseline,2021-11-27,2021-12-18,3,5760.0,9315,3702.0,8124.0,1520.4000000000005,11430.800000000003,161.39999999999964,13141.799999999996,-970.3999999999996,14154.399999999998
Empirical Baseline,2021-11-27,2021-12-25,4,5760.0,10301,3340.75,8816.5,-328.10000000000036,12737.0,-1309.4499999999998,14209.599999999997,-2700.949999999999,17989.12500000001
"ARIMA(1,1,0)",2021-11-27,2021-12-04,1,4715.3410389517985,12076,3676.6435505364625,5754.0385273671345,2741.783409619493,6688.898668284104,2182.307244696707,7248.37483320689,1697.04510853264,7733.636969370957
"ARIMA(1,1,0)",2021-11-27,2021-12-11,2,4258.324611683955,9100,2411.967386633805,6104.681836734104,750.1882884415004,7766.460934926408,-244.31961291531843,8760.968836283228,-1106.9069024222053,9623.556125790114
"ARIMA(1,1,0)",2021-11-27,2021-12-18,3,4077.27112078481,9315,1529.530000136143,6625.012241433477,-763.5164832083769,8918.058724777997,-2135.8125051918573,10290.354746761477,-3326.0746482968448,11480.616889866465
"ARIMA(1,1,0)",2021-11-27,2021-12-25,4,4025.8126436422763,10301,869.5166649548696,7182.1086223296825,-1971.2481740099693,10022.873461294523,-3671.3315854094744,11722.956872694027,-5145.90040459532,13197.525691879873
"ARIMA(2,1,0)",2021-11-27,2021-12-04,1,4764.891694204765,12076,3724.311598710849,5805.471789698682,2787.7570526967243,6742.026335712806,2227.266854525444,7302.516533884087,1741.1251957451213,7788.658192664409
"ARIMA(2,1,0)",2021-11-27,2021-12-11,2,4169.933033236096,9100,2354.8640630951213,5985.002003377071,721.2453703333363,7618.620696138856,-256.40966186865535,8596.275728340846,-1104.3796007191568,9444.24566719135
"ARIMA(2,1,0)",2021-11-27,2021-12-18,3,3859.197628286461,9315,1324.8003122058367,6393.594944367085,-956.2363307780602,8674.631587350983,-2321.3449467184223,10039.740203291345,-3505.373086967465,11223.768343540387
"ARIMA(2,1,0)",2021-11-27,2021-12-25,4,3705.04447882849,10301,520.4692159229407,6889.619741734039,-2345.747860988037,9755.836818645017,-4061.0634123104605,11471.15236996744,-5548.843841249809,12958.932798906788
Holt ETS,2021-11-27,2021-12-04,1,4488.366779183125,12076,3360.9012462675228,5615.832312098727,2346.1470962516696,6630.58646211458,1738.8575827277696,7237.875975638481,1212.1244972471472,7764.609061119103
Holt ETS,2021-11-27,2021-12-11,2,3216.559250833119,9100,1265.4647386381605,5167.653763028078,-490.58118518095716,6923.699686847196,-1541.5039873050764,7974.622488971315,-2453.0227898489866,8886.141291515225
Holt ETS,2021-11-27,2021-12-18,3,1944.7517224831136,9315,-890.6460074393631,4780.149452405591,-3442.592412349767,7332.095857315994,-4969.829616309852,8859.33306127608,-6294.480127784616,10183.983572750843
Holt ETS,2021-11-27,2021-12-25,4,672.9441941331079,10301,-3122.021189497062,4467.909577763277,-6537.608415695213,7883.496803961429,-8581.69988845629,9927.588276722507,-10354.644397582413,11700.532785848629
Damped ETS,2021-11-27,2021-12-04,1,4811.966049226318,12076,3745.8304349488285,5878.101663503809,2786.275124845377,6837.65697360726,2212.019895179259,7411.912203273378,1713.9391244110775,7909.992974041559
Damped ETS,2021-11-27,2021-12-11,2,4053.3805645283264,9100,2261.463097559673,5845.29803149698,648.681479845729,7458.079649210924,-316.5034016612717,8423.264530717925,-1153.6573445070571,9260.41847356371
Damped ETS,2021-11-27,2021-12-18,3,3446.512176769933,9315,949.0582477437179,5943.9661057961475,-1298.7281944715942,8191.75254801146,-2643.93790361861,9536.962257158477,-3810.7067098275675,10703.731063367433
Damped ETS,2021-11-27,2021-12-25,4,2961.017466563218,10301,-225.55353777117216,6147.588470897608,-3093.566844223676,9015.601777350112,-4809.957366625975,10731.992299752412,-6298.6701726624015,12220.705105788838
ARIMAX (ARIMA+Cases),2021-11-27,2021-12-04,1,5254.992245453985,12076,4734.441382666414,5832.7775692575815,4310.169294334043,6406.927805848111,4074.670380730646,6777.221448481868,3880.855923229166,7115.683768235278
ARIMAX (ARIMA+Cases),2021-11-27,2021-12-11,2,4875.470311635114,9100,4130.022473489648,5755.467654768193,3557.0705231920833,6682.52445506878,3252.942695848993,7307.294650461574,3010.2964538535903,7896.302282523134
ARIMAX (ARIMA+Cases),2021-11-27,2021-12-18,3,4769.9071842786025,9315,3800.4628957661466,5986.642988142101,3097.6142279030564,7345.0122812854925,2740.808036345272,8301.206886773172,2464.7906517531023,9230.810142212318
ARIMAX (ARIMA+Cases),2021-11-27,2021-12-25,4,4220.811115498512,10301,3185.2016438950814,5593.1298751089735,2472.2935149970344,7205.9593105138165,2124.454202230287,8385.799257999099,1862.6446728736612,9564.490067357125
LightGBM (skforecast),2021-11-27,2021-12-04,1,5580.71782760987,12076,4413.157765943235,6748.277889276505,3362.3172893344727,7799.118365885268,2733.4315618693636,8428.004093350377,2187.9669815240513,8973.46867369569
LightGBM (skforecast),2021-11-27,2021-12-11,2,5580.71782760987,9100,3929.5385535157475,7231.897101703993,2443.4256996050285,8718.009955614712,1554.0469746410013,9607.388680578739,782.6435673225114,10378.792087897229
LightGBM (skforecast),2021-11-27,2021-12-18,3,5645.881701306767,9315,3623.608353611904,7668.155049001631,1803.499257475633,9488.264145137902,714.2372253511503,10577.526177262385,0.0,11522.2985441497
LightGBM (skforecast),2021-11-27,2021-12-25,4,6162.317353812808,10301,3827.1972304795377,8497.437477146077,1725.5162772620124,10599.118430363604,467.74482233179424,11856.889885293822,0.0,12947.819045984445
XGBoost (sktime),2021-11-27,2021-12-04,1,5670.859375,12076,4503.299313333365,6838.419436666635,3452.4588367246024,7889.259913275398,2823.5731092594933,8518.145640740506,2278.108528914181,9063.610221085819
XGBoost (sktime),2021-11-27,2021-12-11,2,5305.1103515625,9100,3653.931077468377,6956.289625656623,2167.8182235576583,8442.402479567341,1278.439498593631,9331.78120453137,507.0360912751412,10103.184611849858
XGBoost (sktime),2021-11-27,2021-12-18,3,5043.48095703125,9315,3021.2076093363867,7065.754304726113,1201.0985132001156,8885.863400862385,111.83648107563295,9975.125432986868,0.0,10919.897799874183
XGBoost (sktime),2021-11-27,2021-12-25,4,4980.1201171875,10301,2644.99999385423,7315.24024052077,543.3190406367048,9416.921193738295,0.0,10674.692648668513,0.0,11765.621809359138
N-BEATS (Neural),2021-11-27,2021-12-04,1,5375.121428571429,12076,4149.183363821462,6601.059493321395,3045.800863382261,7704.441993760596,2385.4708495438963,8364.77200759896,1812.7330401813183,8937.50981696154
N-BEATS (Neural),2021-11-27,2021-12-11,2,4990.242857142857,9100,3256.5046193440285,6723.981094941686,1696.0861227377732,8284.39959154794,762.2384615255442,9218.247252760171,0.0,10028.220830444585
N-BEATS (Neural),2021-11-27,2021-12-18,3,4605.364285714286,9315,2481.9772706346794,6728.751300793892,570.8627196915945,8639.865851736977,0.0,9783.590985467685,0.0,10775.601970699368
N-BEATS (Neural),2021-11-27,2021-12-25,4,4220.4857142857145,10301,1768.609584785781,6672.361843785648,0.0,8879.12684466405,0.0,10199.78687234078,0.0,11345.262491065936
N-HiTS (Neural),2021-11-27,2021-12-04,1,5273.92,12076,4106.359938333365,6441.480061666635,3055.5194617246025,7492.320538275398,2426.6337342594934,8121.206265740507,1881.1691539141812,8666.670846085819
N-HiTS (Neural),2021-11-27,2021-12-11,2,4787.84,9100,3136.6607259058774,6439.019274094123,1650.5478719951584,7925.132128004841,761.1691470311312,8814.51085296887,0.0,9585.914260287358
N-HiTS (Neural),2021-11-27,2021-12-18,3,4301.76,9315,2279.486652305137,6324.033347694864,459.3775561688658,8144.142443831135,0.0,9233.404475955616,0.0,10178.176842842935
N-HiTS (Neural),2021-11-27,2021-12-25,4,3815.68,10301,1480.55987666673,6150.80012333327,0.0,8252.481076550795,0.0,9510.252531481014,0.0,10601.181692171638
TimesFM (Google FM),2021-11-27,2021-12-04,1,5169.6375,12076,4344.748052618277,5994.5269473817225,3602.3218182035826,6736.953181796417,3158.0096005910336,7181.265399408966,2772.635013860935,7566.639986139065
TimesFM (Google FM),2021-11-27,2021-12-11,2,4579.275,9100,3412.7051560543196,5745.84484394568,2362.7559062834716,6795.794093716528,1734.4035422077395,7424.14645779226,1189.401575060107,7969.148424939893
TimesFM (Google FM),2021-11-27,2021-12-18,3,3988.9125,9315,2560.1620665074424,5417.662933492557,1274.2421076291498,6703.5828923708505,504.6707723006166,7473.154227699383,0.0,8140.642591861773
TimesFM (Google FM),2021-11-27,2021-12-25,4,3398.5499999999997,10301,1748.7711052365541,5048.3288947634455,263.91863640716474,6533.181363592835,0.0,7421.805798817932,0.0,8192.554972278129
Chronos (Amazon FM),2021-11-27,2021-12-04,1,5090.333333333333,12076,4178.613417806166,6002.0532488605,3358.037053453082,6822.629613213584,2866.9551287234226,7313.7115379432435,2441.0147960217346,7739.6518706449315
Chronos (Amazon FM),2021-11-27,2021-12-11,2,4420.666666666667,9100,3131.2999970424944,5710.0333362908395,1970.829773611557,6870.5035597217775,1276.335055422589,7564.998277910745,673.9644601541536,8167.368873179181
Chronos (Amazon FM),2021-11-27,2021-12-18,3,3751.0,9315,2171.854784034541,5330.145215965459,750.574829484849,6751.425170515151,0.0,7602.004014825636,0.0,8339.75431205775
Chronos (Amazon FM),2021-11-27,2021-12-25,4,3081.3333333333335,10301,1257.8935022789985,4904.773164387669,0.0,6545.925893093836,0.0,7528.089742553155,0.0,8379.97040795653
ARIMAX + MAPIE (Conformal),2021-11-27,2021-12-04,1,5254.992245453985,12076,4650.077251077114,5859.907239830855,3717.8251473223772,6792.159343585592,3114.5553370354905,7395.429153872479,2664.742215386648,7845.242275521321
ARIMAX + MAPIE (Conformal),2021-11-27,2021-12-11,2,4875.470311635114,9100,4270.555317258243,5480.3853060119845,3338.3032135035064,6412.637409766721,2735.0334032166197,7015.907220053608,2285.220281567777,7465.72034170245
ARIMAX + MAPIE (Conformal),2021-11-27,2021-12-18,3,4769.9071842786025,9315,4164.992189901732,5374.822178655473,3232.740086146995,6307.07428241021,2629.4702758601084,6910.344092697096,2179.6571542112656,7360.15721434594
ARIMAX + MAPIE (Conformal),2021-11-27,2021-12-25,4,4220.811115498512,10301,3615.896121121641,4825.7261098753825,2683.6440173669043,5757.978213630119,2080.3742070800176,6361.248023917005,1630.561085431175,6811.061145565849
ARIMAX + MultiQT (Tracking),2021-11-27,2021-12-04,1,5254.992245453985,12076,4587.72523359518,5922.2592573127895,3861.799444432796,6648.185046475173,3533.125255565425,6976.859235342545,3073.7239518745205,7436.260539033448
ARIMAX + MultiQT (Tracking),2021-11-27,2021-12-11,2,4875.470311635114,9100,3510.978732060228,6239.9618912099995,2618.1341791597674,7132.80644411046,2128.9363789344234,7622.004244335804,1956.4136144917693,7794.527008778458
ARIMAX + MultiQT (Tracking),2021-11-27,2021-12-18,3,4769.9071842786025,9315,3318.7432686766997,6221.071099880505,1914.7811319564553,7625.03323660075,1396.7117337356667,8143.102634821538,636.5081801073275,8903.306188449878
ARIMAX + MultiQT (Tracking),2021-11-27,2021-12-25,4,4220.811115498512,10301,2205.043822436828,6236.578408560195,0.0,8509.45372149026,0.0,8917.551332176048,0.0,8966.393161719578
Empirical Baseline,2021-12-04,2021-12-11,1,12076.0,9100,11358.0,12886.5,10024.8,14180.300000000001,9690.75,15183.750000000002,9070.125,17738.899999999994
Empirical Baseline,2021-12-04,2021-12-18,2,12076.0,9315,10825.5,13755.0,8879.0,15952.0,8416.0,17380.0,7363.5,18621.25
Empirical Baseline,2021-12-04,2021-12-25,3,12076.0,10301,10030.5,14555.5,7860.7,17657.90000000001,6482.7,19426.149999999998,5376.3,20453.574999999993
Empirical Baseline,2021-12-04,2022-01-01,4,12076.0,9474,9684.0,15134.0,5990.6,19007.0,5011.2,20510.399999999998,3634.2000000000007,24213.99999999999
"ARIMA(1,1,0)",2021-12-04,2021-12-11,1,14714.776303609728,9100,13561.177685265593,15868.374921953862,12522.902943163215,16906.64966405624,11901.537302011951,17528.015305207504,11362.59527504351,18066.957332175945
"ARIMA(1,1,0)",2021-12-04,2021-12-18,2,15862.67017842988,9315,13872.836929267987,17852.503427591775,12081.924933754497,19643.415423105263,11010.136191128993,20715.204165730767,10080.519297020855,21644.821059838905
"ARIMA(1,1,0)",2021-12-04,2021-12-25,3,16406.105200595674,10301,13715.57891881282,19096.63148237853,11294.021336377838,21518.18906481351,9844.816594338521,22967.393806852826,8587.84760628851,24224.362794902838
"ARIMA(1,1,0)",2021-12-04,2022-01-01,4,16704.470257822068,9474,13417.70970774436,19991.230807899778,10459.522684789565,22949.41783085457,8689.166822677678,24719.773692966457,7153.64713250901,26255.293383135126
"ARIMA(2,1,0)",2021-12-04,2021-12-11,1,14161.654831978,9100,13006.832275839737,15316.477388116262,11967.455951542875,16355.853712413124,11345.431057788424,16977.878606167575,10805.91722750368,17517.39243645232
"ARIMA(2,1,0)",2021-12-04,2021-12-18,2,15637.782908662473,9315,13691.087437931708,17584.478379393237,11939.000788654972,19336.565028669975,10890.44745297818,20385.118364346767,9980.983809209367,21294.58200811558
"ARIMA(2,1,0)",2021-12-04,2021-12-25,3,16453.703019593126,10301,13778.328581213083,19129.077457973166,11370.408130490352,21536.9979086959,9929.36466286737,22978.04137631888,8679.474363250207,24227.931675936044
"ARIMA(2,1,0)",2021-12-04,2022-01-01,4,16970.120733042546,9474,13645.283529207463,20294.95793687763,10652.826330100062,23287.41513598503,8861.961146982914,25078.280319102178,7308.652679478822,26631.58878660627
Holt ETS,2021-12-04,2021-12-11,1,13605.6757738368,9100,12366.275746663698,14845.075801009902,11250.777060108448,15960.57448756515,10583.19599657291,16628.155551100688,10004.168982975923,17207.182564697676
Holt ETS,2021-12-04,2021-12-18,2,15136.101966076561,9315,13041.70096220377,17230.502969949353,11156.674725542414,19115.529206610707,10028.562397818525,20243.641534334598,9050.093193397879,21222.110738755244
Holt ETS,2021-12-04,2021-12-25,3,16666.528158316323,10301,13674.073284931606,19658.983031701042,10980.770551632337,22352.28576500031,9368.9372749196,23964.119041713046,7970.91228648082,25362.144030151827
Holt ETS,2021-12-04,2022-01-01,4,18196.954350556087,9474,14241.680176856113,22152.22852425606,10681.810038889755,25712.09866222242,8551.371051022525,27842.53765008965,6703.53294989029,29690.375751221884
Damped ETS,2021-12-04,2021-12-11,1,13483.331235735184,9100,12309.429402631646,14657.233068838723,11252.881133903145,15713.781337567223,10620.579522600916,16346.082948869453,10072.15217245125,16894.51029901912
Damped ETS,2021-12-04,2021-12-18,2,14609.767340058597,9315,12694.29433659769,16525.240343519505,10970.30888182389,18249.225798293304,9938.572979945093,19280.9617001721,9043.695951945227,20175.83872817197
Damped ETS,2021-12-04,2021-12-25,3,15510.916223517328,10301,12892.349678159568,18129.48276887509,10535.55810323399,20486.274343800666,9125.11320976751,21896.719237267145,7901.762609944008,23120.069837090647
Damped ETS,2021-12-04,2022-01-01,4,16231.835330284313,9474,12935.070630542177,19528.60003002645,9967.879560817895,22495.79109975073,8192.135139139831,24271.535521428796,6651.941677164827,25811.728983403802
ARIMAX (ARIMA+Cases),2021-12-04,2021-12-11,1,12454.812430852387,9100,11058.158671107765,14027.864611222438,9935.558141664336,15612.847358541063,9319.00505687666,16645.806257315806,8815.307894377493,17596.929630405088
ARIMAX (ARIMA+Cases),2021-12-04,2021-12-18,2,15173.106908902162,9315,12692.378613008967,18138.694116247752,10808.42095405587,21300.35222051405,9817.508138460418,23450.265588990707,9031.915111249324,25489.96203277306
ARIMAX (ARIMA+Cases),2021-12-04,2021-12-25,3,14281.460896090346,10301,11221.018660460884,18176.61403997526,9031.558553045403,22583.048554535828,7931.3323939761785,25715.745500902816,7086.19675749866,28782.73526779026
ARIMAX (ARIMA+Cases),2021-12-04,2022-01-01,4,17081.813069433323,9474,12725.286221809482,22929.805479657964,9763.011609816695,29887.123912222978,8331.262367725216,35023.30437574895,7260.620879318515,40187.79421057589
LightGBM (skforecast),2021-12-04,2021-12-11,1,11177.25308551213,9100,9936.44363876526,12418.062532258999,8819.676430627896,13534.829740396362,8151.336207985212,14203.169963039047,7571.650737079197,14782.855433945062
LightGBM (skforecast),2021-12-04,2021-12-18,2,11177.25308551213,9315,9422.48353760205,12932.02263342221,7843.136205840654,14511.369965183605,6897.9603986999155,15456.545772324343,6078.161343833994,16276.344827190265
LightGBM (skforecast),2021-12-04,2021-12-25,3,11782.194676119296,10301,9633.04967184229,13931.339680396302,7698.752127121528,15865.637225117063,6541.1529047625045,17023.236447476087,5537.108216743794,18027.2811354948
LightGBM (skforecast),2021-12-04,2022-01-01,4,11177.25308551213,9474,8695.634192018391,13658.871979005868,6462.099775743664,15892.406395280595,5125.419330458296,17229.086840565964,3966.0483886462644,18388.457782377995
XGBoost (sktime),2021-12-04,2021-12-11,1,12505.3740234375,9100,11264.564576690631,13746.183470184369,10147.797368553267,14862.950678321733,9479.457145910583,15531.290900964417,8899.771675004567,16110.976371870433
XGBoost (sktime),2021-12-04,2021-12-18,2,13108.9833984375,9315,11354.21385052742,14863.75294634758,9774.866518766024,16443.100278108977,8829.690711625286,17388.276085249716,8009.891656759364,18208.075140115638
XGBoost (sktime),2021-12-04,2021-12-25,3,13444.455078125,10301,11295.310073847993,15593.600082402007,9361.012529127232,17527.897627122766,8203.413306768209,18685.49684948179,7199.368618749499,19689.541537500503
XGBoost (sktime),2021-12-04,2022-01-01,4,11626.63671875,9474,9145.017825256262,14108.255612243738,6911.483408981535,16341.790028518466,5574.802963696166,17678.470473803834,4415.432021884135,18837.841415615865
N-BEATS (Neural),2021-12-04,2021-12-11,1,12096.828571428572,9100,10793.978652344358,13399.678490512786,9621.373083800128,14572.284059057016,8919.61585002531,15274.041292831835,8310.946105573992,15882.711037283152
N-BEATS (Neural),2021-12-04,2021-12-18,2,12117.657142857142,9315,10275.149117551558,13960.165168162726,8616.834419202092,15618.479866512193,7624.399821704317,16610.91446400997,6763.6108140951,17471.703471619185
N-BEATS (Neural),2021-12-04,2021-12-25,3,12138.485714285714,10301,9881.883459794857,14395.087968776572,7850.871037838058,16426.100390733372,6635.391854361083,17641.579574210347,5581.144931941438,18695.82649662999
N-BEATS (Neural),2021-12-04,2022-01-01,4,12159.314285714287,9474,9553.61444754586,14765.014123882713,7208.403310457397,17110.225260971176,5804.888842907761,18513.739728520814,4587.5493540051275,19731.079217423445
N-HiTS (Neural),2021-12-04,2021-12-11,1,12290.64,9100,11049.83055325313,13531.449446746868,9933.063345115766,14648.216654884232,9264.723122473082,15316.556877526917,8685.037651567067,15896.242348432932
N-HiTS (Neural),2021-12-04,2021-12-18,2,12505.28,9315,10750.51045208992,14260.049547910081,9171.163120328525,15839.396879671476,8225.987313187787,16784.572686812215,7406.188258321865,17604.371741678136
N-HiTS (Neural),2021-12-04,2021-12-25,3,12719.92,10301,10570.774995722993,14869.065004277007,8636.477451002233,16803.362548997768,7478.878228643209,17960.961771356793,6474.833540624499,18965.0064593755
N-HiTS (Neural),2021-12-04,2022-01-01,4,12934.56,9474,10452.94110650626,15416.17889349374,8219.406690231535,17649.713309768464,6882.726244946166,18986.393755053832,5723.355303134134,20145.764696865866
TimesFM (Google FM),2021-12-04,2021-12-11,1,12635.975,9100,11184.104953504651,14087.84504649535,9877.376621725882,15394.573378274119,9095.352312782255,16176.597687217745,8417.062851170274,16854.887148829726
TimesFM (Google FM),2021-12-04,2021-12-18,2,13195.95,9315,11142.695689443022,15249.20431055698,9294.702760304317,17097.197239695684,8188.753376490792,18203.14662350921,7229.507220664383,19162.39277933562
TimesFM (Google FM),2021-12-04,2021-12-25,3,13755.925,10301,11241.212313482667,16270.637686517332,8977.892451152118,18533.95754884788,7623.386615307815,19888.463384692182,6448.554805557324,21063.295194442675
TimesFM (Google FM),2021-12-04,2022-01-01,4,14315.9,9474,11412.159907009303,17219.640092990696,8798.703243451764,19833.096756548235,7234.654625564509,21397.14537443549,5878.075702340546,22753.724297659453
Chronos (Amazon FM),2021-12-04,2021-12-11,1,12905.033333333333,9100,11300.334860891106,14509.73180577556,9856.056178398781,15954.010488267884,8991.713521145299,16818.353145521367,8242.025168837317,17568.04149782935
Chronos (Amazon FM),2021-12-04,2021-12-18,2,13734.066666666666,9315,11464.680323419478,16003.453009913854,9422.161822792488,18045.971510540843,8199.796714367014,19268.336618966317,7139.5772789799275,20328.556054353405
Chronos (Amazon FM),2021-12-04,2021-12-25,3,14563.1,10301,11783.680714901897,17342.519285098104,9282.116656536553,19844.083343463448,7785.031259024428,21341.168740975572,6486.532942984409,22639.66705701559
Chronos (Amazon FM),2021-12-04,2022-01-01,4,15392.133333333333,9474,12182.736388448877,18601.53027821779,9294.179023464229,21490.087643202438,7565.493708957264,23218.772957709403,6066.117004341302,24718.149662325362
ARIMAX + MAPIE (Conformal),2021-12-04,2021-12-11,1,12454.812430852387,9100,11830.218150563525,13079.40671114125,10887.190477463764,14022.43438424101,10105.76322107683,14803.861640627945,9449.41291934787,15460.211942356906
ARIMAX + MAPIE (Conformal),2021-12-04,2021-12-18,2,15173.106908902162,9315,14548.5126286133,15797.701189191024,13605.484955513539,16740.728862290787,12824.057699126604,17522.156118677718,12167.707397397644,18178.50642040668
ARIMAX + MAPIE (Conformal),2021-12-04,2021-12-25,3,14281.460896090346,10301,13656.866615801484,14906.055176379208,12713.838942701723,15849.08284947897,11932.411686314788,16630.510105865906,11276.061384585828,17286.860407594864
